Media ,School,City,State
Knight Crier,North Penn High School,Lansdale,Pennsylvania
North Penn Television,North Penn High School,Lansdale,Pennsylvania
The Pride,Northwest Pennsylvania Collegiate Academy,Erie,Pennsylvania
Knight Krier,Norwin High School,North Huntingdon,Pennsylvania
The Clarion,Our Lady of the Sacred Heart High School,Coroaopolis,Pennsylvania
The Trumpet,Parkland High School,Allentown,Pennsylvania
Blue & White Journal,Penn State Harrisburg,Mount Joy,Pennsylvania
The Penndulum,Pennridge High School,Perkasie,Pennsylvania
Cardinal Chronical,Pine Grove High School,Pine Grove,Pennsylvania
The Falcon,Pottsgrove High School,Pottstown,Pennsylvania
Tide Lines Online,Pottsville Area High School,Pottsville,Pennsylvania
The Shadow,Punxsutawney Area High School,Punxsutawney,Pennsylvania
Paw Prints,Quakertown High School,Quakertown,Pennsylvania
The Radnor Press,Radnor High School,Wayne,Pennsylvania
The Falcon Courier,Salisbury High School,Allentown,Pennsylvania
Panther Press,Saucon Valley High School,Hellertown,Pennsylvania
The Seneca Valley Arrowhead,Seneca Valley Intermediate High School,Harmony,Pennsylvania
Seneca Chief,Seneca Valley Middle School,Harmony,Pennsylvania
Seneca Scout,Seneca Valley Senior High School,Harmony,Pennsylvania
Bulldog Bugle ,Shady Side Academy,Pittsburgh,Pennsylvania
The Oracle,Shaler Area High School,Pittsburgh,Pennsylvania
The Hi-Rocket,Slippery Rock Area High School,Slippery Rock,Pennsylvania
The Arrowhead,Souderton Area High School,Souderton,Pennsylvania
The Spotlight,Southern Lehigh High School,Center Valley,Pennsylvania
The Tam O'Shanter,Southmoreland High School,Alverton,Pennsylvania
The Rocket Star,Spring Grove High School,Spring Grove,Pennsylvania
Rampage,Spring-Ford High School,Royersford,Pennsylvania
The Chronicle,Springfield Township High School,Erdenheim,Pennsylvania
The Campus Lantern,Springside Chestnut Hill Academy,Philadelphia,Pennsylvania
The Campus Lantern,Springside Chestnut Hill Academy,Philadelphia,Pennsylvania
The Lion's Digest,State College Area High School,State College,Pennsylvania
Panther Press,Strath Haven High School,Wallingford,Pennsylvania
Mountaineer,Stroudsburg High School,Stroudsburg,Pennsylvania
Susquehannock Courier,Susquehannock High School,Glen Rock,Pennsylvania
Agnes Speaks,The Agnes Irwin School,Bryn Mawr,Pennsylvania
The Hill News,The Hill School,Pottstown,Pennsylvania
The Hiller,Trinity High School,Washington,Pennsylvania
Tyrone Eagle Eye News,Tyrone Area High School,Tyrone,Pennsylvania
St. Clairion,Upper St. Clair High School,Pittsburgh,Pennsylvania
WVMS Voice,Welsh Valley Middle School,Narberth,Pennsylvania
West Branch News,West Branch Area High School,Morrisdale,Pennsylvania
The WINC ,West Scranton Intermediate School,Scranton,Pennsylvania
The Brown and White,Westtown School,West Chester,Pennsylvania
Billtown Banner,Williamsport Area High School,Williamsport ,Pennsylvania
The Wilson Wire,Wilson High School,West Lawn,Pennsylvania
Voices,Winchester Thurston School,Pittsburgh,Pennsylvania
West Side Story,Wyoming Valley West High School,Plymouth,Pennsylvania
The Cavalier Chronicle,Juanita Sanchez Educational Complex,Providence,Rhode Island
The Lion's Roar,Lincoln High School,Lincoln,Rhode Island
The Current Wave,North Kingstown High School,North Kingstown,Rhode Island
The Cougar Courier,North Providence High School,North Providence,Rhode Island
The Toll Gate Tribune,Toll Gate High School,Warwick,Rhode Island
The Talon,Academic Magnet High School,North Charleston,South Carolina
BJA Triangle,Bob Jones Academy,Greenville,South Carolina
The Stinger,Buford High School,Lancaster ,South Carolina
The Prowler,Carolina Forest High School,Myrtle Beach,South Carolina
Chapin Student Press Network,Chapin High School,Chapin,South Carolina
The Prowl,Chapman High School,Inman,South Carolina
The Athenian,Christ Church Episcopal School,Greenville,South Carolina
FDHSNews,Fort Dorchester High School,North Charleston,South Carolina
The Indian Post,Gaffney High School,Gaffney,South Carolina
The Forge,Greer Middle College Charter High School,Greer,South Carolina
The Hammond Sentinel,Hammond School,Columbia,South Carolina
HHS Rampage,Hillcrest High School,Simpsonville,South Carolina
The Odyssey,James Island Charter High School,Charleston,South Carolina
Learning,Lancaster County School District,Lancaster,South Carolina
The Bengal Beat,Lucy Beckham High School,Mt. Pleasant,South Carolina
The Saber,Richland Northeast High School,Columbia,South Carolina
SchoPress,SIPA/SCSPA,Columbia,South Carolina
The Native Voice,Socastee High School,Socastee,South Carolina
Norse News,Spartanburg High School,Spartanburg,South Carolina
Blue and Gold,Travelers Rest High School,Travelers Rest,South Carolina
Tribal Tribune,Wando High School,Mt Pleasant,South Carolina
Lincoln High School Statesman,Lincoln High School - SD,Sioux Falls,South Dakota
The Nationalist,Roosevelt High School,Sioux Falls,South Dakota
Raider Generation,Stevens High School,Rapid City,South Dakota
Tiger Life,Arlington High School,Arlington ,Tennessee
The Bark,Bearden High School,Knoxville,Tennessee
The Blackman Voice ,Blackman High School,Murfreesboro,Tennessee
The Central Digest,Chattanooga Central High School,Harrison,Tennessee
The Coffee Press,Coffee County Central High School,Manchester,Tennessee
Echolier,Collegedale Academy,Collegedale,Tennessee
Dragon Spirit,Collierville High School,Collierville,Tennessee
DragonMedia,Collierville High School,Collierville,Tennessee
The Crimson Connection,Cypress Woods High School,Cypress,Tennessee
Tribal Media,Dyer County School High School,Newbern,Tennessee
The Hillsboro Globe,Hillsboro High School,Nashville,Tennessee
The Topper Times,Hillwood High School,Nashville,Tennessee
Signpost,Hutchison School,Memphis,Tennessee
The Karns Chronicle,Karns High School,Knoxville,Tennessee
Lenoir City Panther Press,Lenoir City High School,Lenior City,Tennessee
Hilltopper Herald,Science Hill High School,Johnson City,Tennessee
Trojan Tribune,Soddy Daisy High School,Soddy Daisy,Tennessee
The Lodge,St. George's Independent School,Collierville,Tennessee
Tatler,St. Mary''s Episcopal School,Memphis,Tennessee
The Coyote Caller,West Creek High School,Clarksville,Tennessee
The Scroll,White Station High School,Memphis,Tennessee
The Eagle's Eye,Akins High School,Austin,Texas
The Cat's Eye,Aledo High School,Aledo,Texas
Bear Facts Media,Alief Hastings High School,Houston,Texas
Kerronicle,Alief Kerr High School,Houston,Texas
The Saint News,All Saints'' Episcopal School,Fort Worth,Texas
Jacket News,Alvin High School,Alvin,Texas
The Sandstorm ,Amarillo High School,Amarillo,Texas
The Trojan Record,Anderson High School,Austin,Texas
Cat's Claw ,Archer City High School,Archer City ,Texas
The Talon,Argyle High School,Argyle,Texas
The Colt,Arlington High School,Arlington,Texas
The Talon,Atascocita High School,Humble,Texas
The Maroon,Austin High School,Austin,Texas
The Sting,Azle High School,Azle,Texas
A Backpack Journalist,Backpack Journalist,Houston,Texas
The Ball Street Journal,Ball High School,Galveston,Texas
Barbers Hill Bulletin,Barbers Hill High School,Mont Belvieu,Texas
Three Penny Press,Bellaire High School,Bellaire,Texas
The Bellville Herd,Bellville High School,Bellville,Texas
Raider Review,Billy Ryan High School,Denton,Texas
Pioneer Press,Boswell High School,Fort Worth,Texas
Vols' Voice,Bowie High School,Arlington,Texas
Growler,Bowie High School El Paso,El Paso,Texas
The Bengal Beat & BHS Now,Braswell High School,Aubrey,Texas
The Crows Nest,Brazoswood High School,Clute,Texas
The Bridge,Bridgeland High School,Cypress,Texas
BHA Post,Brighter Horizons Academy,Garland,Texas
The Norseman,Bryan High School,Bryan,Texas
Bison Beat Online,Buffalo High School,Buffalo,Texas
The Steele Squire,Byron P Steele High School,Cibolo,Texas
The Cat's Tale,Canadian High School,Canadian,Texas
The Prowler,Caney Creek High School,Conroe,Texas
The Eagle's Tale,Canyon High School,Canyon,Texas
Cougar Tracks,Canyon High School,New Braunfels,Texas
Canyon Echoes,Canyon Vista Middle School,Austin,Texas
Upstream News,Carnegie Vanguard High School,Houston,Texas
Dragon Media,Carroll Senior High School,Southlake,Texas
Wolfpack,Cedar Park High School,Cedar Park,Texas
Cen10News,Centennial High School,Frisco,Texas
The Pep,Central Catholic High School,San Antonio,Texas
the Daily Blue,Central Heights High School,Nacogdoches,Texas
Charger Ink,Champion High School,Boerne,Texas
Chapin Chronicle,Chapin High School,El Paso,Texas
The Cinco Peso Press,Chisholm Trail High School,Fort Worth,Texas
County Line,Cinco Ranch High School,Katy,Texas
Cistercian Informer,Cistercian Preparatory School,Irving,Texas
My Jag News,Claudia Taylor Johnson High School,San Antonio,Texas
Creek HiLife,Clear Creek High School,League City,Texas
The Clear Falls Post,Clear Falls High School,League City,Texas
Lake Reflections,Clear Lake High School,Houston,Texas
The Mane Street Standard,Clear Springs High School,League City,Texas
The Round Up,Clements High School,Sugar Land,Texas
Coppell Student Media,Coppell High School,Coppell,Texas
Explorer,Coronado High School,El Paso,Texas
CHS Student Connection,Corsicana High School,Corsicana,Texas
Crockett Courier,Crockett High School,Austin,Texas
The Reporter,Cy-Fair High School,Cypress,Texas
Cougar Connection,Cypress Creek High School,Houston,Texas
Wingspan,Cypress Falls High School,Houston,Texas
The Mustang Messenger,Cypress Ranch High School,Cypress,Texas
The Voice,Cypress Springs High School,Katy,Texas
Davenport Pack Life,Davenport High School,San Antonio,Texas
The Journal Online,Decatur High School,Decatur,Texas
Deer Network,Deer Park High School,Deer Park,Texas
The Expedition,Del Valle High School,El Paso,Texas
DHS Express,Devine High School,Devine,Texas
Dobie News,Dobie Junior High School,Cibolo,Texas
Southwest Journalist,Dow Jones News Fund Center for Editing Excellence,Austin,Texas
The Paw Press,Dripping Springs High School,Dripping Springs,Texas
Panther Prints,Duncanville High School,Duncanville,Texas
The Bobcat Banner,Edinburg High School,Edinburg,Texas
Aztec Gold Online Newspaper,El Dorado,El Paso,Texas
The Tattler,El Paso High School,El Paso,Texas
Unbranded ,Emerson High School,Frisco,Texas
Eagle Beat,Fairfield High School,Fairfield,Texas
Waldron Street Journal,Flour Bluff High School,Corpus Christi,Texas
The Wire,Flower Mound High School,Flower Mound,Texas
Falcon Quill,Fort Worth Country Day,Fort Worth,Texas
The Chronicle,Franklin High School,El Paso,Texas
The Comet,Fredericksburg High School,Fredericksburg,Texas
Raccoon Rambler,Frisco High School,Frisco,Texas
Current Magazine,Fulshear High School,Fulshear,Texas
The Owl’s Eye,Garland High School,Garland,Texas
LitZine,Garza High School,Austin,Texas
Bronco Blazer,George Bush High School,Richmond,Texas
The Wrangler,George Ranch High School,Richmond,Texas
Glenn News,Glenn High School - TX,Leander,Texas
Digit Online,Gorzycki Middle School,Austin,Texas
GHS Stampede,Graham High School,Graham,Texas
The Grizzly Gazette,Grand Oaks High School,Spring,Texas
Evergreen Online,Greenhill School,Addison,Texas
The Nation Wired,Hays High School,Buda,Texas
The Hawk Eye,Hebron High School,Carrollton,Texas
The Pack Page,Heritage High School,Frisco,Texas
HPHSMedia,Highland Park High School,Dallas,Texas
HPTV,Highland Park High School,Dallas,Texas
The Wingspan,Hill Country College Preparatory High School,Spring Branch,Texas
The Buzz,Hooks High School,Hooks,Texas
The Rosette Newspaper,Horn High School,Mesquite,Texas
Knight Press,Independence High School,Frisco,Texas
Paw Print Press,Itasca High School,Itasca,Texas
iHoot,iUniversity Prep,Grapevine,Texas
The Dispatch,James Bowie High School,Austin,Texas
The Peregrine,Jersey Village High School,Houston,Texas
Jag Journal,Johnson High School,Buda,Texas
JHSJournal,Jordan High School,Fulshear,Texas
The Owl Flight,Joshua High School,Joshua,Texas
The Fuel,Judson High School,Converse,Texas
Paw Print,Katy High School,Katy,Texas
The Keynote,Keystone School,San Antonio,Texas
The Mirror,Kilgore High School,Kilgore,Texas
Mustang Monthly,Kingwood High School,Kingwood,Texas
Park Times,Kingwood Park High School,Kingwood,Texas
Cain Live,Klein Cain High School,Klein,Texas
Legacy Press,Klein Collins High School,Spring,Texas
The Pinnacle,Klein Forest High School,Houston,Texas
Klein Bearchat,Klein High School,Klein,Texas
Panther Press,Klein Oak High School,Spring,Texas
The Fang ,Lake Highlands High School,Dallas,Texas
Eagle Nation News,Lake Ridge High School,Mansfield,Texas
The Round Table,Lake Travis High School,Austin,Texas
The Patriot Post,Lakeview Centennial High School,Garland,Texas
Lamar Life,"LAMAR HIGH SCHOOL - Houston, TX",Houston,Texas
Badger Tracks,Lampasas High School,Lampasas,Texas
LC Howler,Langham Creek High School,Houston,Texas
The Roar,Leander High School,Leander,Texas
The Vanguard,Lebanon Trail High School,Frisco,Texas
The Rider,Legacy High School,Mansfield,Texas
Farmers' Harvest,Lewisville High School,Lewisville,Texas
The Liberator,Liberal Arts and Science Academy,Austin,Texas
Wingspan,Liberty High School,Frisco,Texas
Eagle Eye,Lindale High School,Lindale,Texas
The Bear Facts,Little Cypress-Mauriceville High School,Orange,Texas
The Falcon Cry,Lively Middle School,Austin,Texas
Ranger News,Lone Star High School,Frisco,Texas
The Prax,Loretto Academy,El Paso,Texas
The Talon,Los Fresnos High School,Los Fresnos,Texas
The Red Ledger,Lovejoy High School,Lucas,Texas
Westerner World,Lubbock High School,Lubbock,Texas
The Uproar,Mansfield High School,Mansfield,Texas
The Jagwire,Mansfield Summit High School,Arlington,Texas
The Marquee,Marcus High School,Flower Mound,Texas
TBD - Customization Form,Martin High School,Arlington,Texas
The Round-Up,McAllen Memorial High School,McAllen,Texas
The Rewind,McAnally Middle School,Fort Worth,Texas
The Shield Online,McCallum High School,Austin,Texas
McC School News,McCullough Junior High,The Woodlands,Texas
Bronco News Network,McKinney Boyd High School,McKinney,Texas
The Mane Edition,McKinney Christian Academy,McKinney,Texas
ManeStream News,McKinney High School,McKinney,Texas
The Trailblazer,McNeil High School,Austin,Texas
The Red Banner,Melissa High School,Meliss,Texas
Memorial Messenger,Memorial Early College High School,New Braunfels,Texas
The Shield,Memorial High School,Frisco,Texas
Jaguar News ,Midlothian Heritage High School,Midlothian,Texas
Timberline,Naaman Forest High School,Garland,Texas
Dragon Echo Online,Nacogdoches High School,Nacogdoches,Texas
The Newcomer,New Tech High @ Coppell,Coppell,Texas
Raider Echo,North Garland High School,Garland,Texas
The Claw ,Northland Christian School,Houston,Texas
OHMS News,O. Henry Middle School,Austin,Texas
The Gentlemen's Bugle,P.L. Dunbar Young Men''s Leadership Academy,Fort Worth,Texas
Panther Creek News,Panther Creek High School,Frisco,Texas
Pantherette,Paschal High School,Fort Worth,Texas
The Teal Tribune,PEBBLE HILLS HIGH SCHOOL,EL PASO,Texas
MOJO Messenger,Permian High School,Odessa,Texas
Pieper Press,Pieper High School,San Antonio,Texas
The Pirate Press,Pine Tree High School,Longview,Texas
Panther Prints,Plano East Senior High School,Plano,Texas
Wildcat Tales,Plano Senior High School,Plano,Texas
Edge,Pleasant Grove High School - Texarkana,Texarkana,Texas
Ponder This!,Ponder Junior High,Ponder,Texas
NDN Press,Port Neches-Groves High School,Port Neches,Texas
The Spartan Oracle,Porter High School,Porter,Texas
Lion Nation,Prestonwood Christian Academy,Plano,Texas
Eagle Nation Online,Prosper High School,Prosper,Texas
Silver Streak,Randall High School,Amarillo,Texas
Corbett Chronicle,Ray D. Corbett Jr. High School,Schertz,Texas
Texan Times,Ray High School,Corpus Christi,Texas
Open Den,Reedy High School,Frisco,Texas
The Talon,Richardson High School,Richardson,Texas
The Rider Chronicle,Rider High School,Wichita Falls,Texas
The Athlon Online,Ridge Point High School,Missouri City,Texas
Hill Top Times,Rock Hill High School,Prosper,Texas
The Anchor,Rockport-Fulton High School,Rockport ,Texas
The Stinger ,Rockwall High School,Rockwall,Texas
The Roar,Rosebud-Lott High School,Lott,Texas
Spitfire,Round Rock High School,Round Rock,Texas
Raider Rumbler,Rouse High School,Leander,Texas
Eagle Eye News,Rowlett High School,Rowlett,Texas
The Stampede,Sachse High School,Rowlett,Texas
The Eagle,Saint Thomas High School,Houston,Texas
W2,Seminole High School,Seminole,Texas
The Torch ,Seven Lakes High School,Katy,Texas
Mustang Media,Shallowater High School,Shallowater,Texas
Valley Ventana,Smithson Valley High School,Spring Branch,Texas
The Colonel Voice,South Garland High School,Garland,Texas
Spirit of the Green & Gold,Springlake-Earth High School,Earth,Texas
The Review,St. John's School,Houston,Texas
ReMarker,St. Mark''s School of Texas,Dallas,Texas
The Bell,St. Stephen''s Episcopal School,Austin,Texas
The Champions' Journal,Stephenville High School,Stephenville,Texas
The Oracle,Stratford High School,Houston,Texas
Creekside,Summer Creek High School,Houston,Texas
The Badge,Terry High School,Rosenberg,Texas
Tiger Times,Texas High School,Texarkana,Texas
The 9825,The Emery/Weiner School,Houston,Texas
The Fourcast,The Hockaday School,Dallas,Texas
The Dragon Tales,The John Cooper School,The Woodlands,Texas
The Falcon,The Kinkaid School,Houston,Texas
Falcon Quill,The Kinkaid School,Houston,Texas
The Viking Press,The Village School,Houston,Texas
The Paladin,The Woodlands College Park High School,The Woodlands,Texas
The Caledonian,The Woodlands High School,The Woodlands,Texas
The Outlook,Timberview High School,Arlington,Texas
The Cougar Claw,Tomball High School,Tomball,Texas
The Cougar Yearbook,Tomball High School,Tomball,Texas
Tomball Memorial Post,Tomball Memorial High School,Tomball,Texas
The Nestline,Tompkins High School,Katy,Texas
Utopia Timea,Utopia School,Utopia,Texas
Vandegrift Voice,Vandegrift High School,Austin,Texas
The Patriots Voice,Veterans Memorial High School,San Antonio,Texas
The Word,Vista Ridge High School,Cedar Park,Texas
The McLean Mirror,W.P. McLean Middle School,Fort Worth,Texas
Wakeland Access,Wakeland High School,Frisco,Texas
Hawks Claw,Wall High School,Wall,Texas
Grove Media News,Walnut Grove High School,Prosper,Texas
The Arrow,Waxahachie High School,Waxahachie,Texas
Grass Burr,Weatherford High School,Weatherford,Texas
Mustang Message,West Orange-Stark High School - TX,Orange,Texas
Pack Press,West Plains High School,Amarillo,Texas
Featherduster,Westlake High School,Austin,Texas
Westwood Horizon,Westwood High School,Austin,Texas
Dreamcatcher,Westwood High School,Austin,Texas
Paw Prints,Whitehouse High School,Whitehouse,Texas
The Voice of the Wildkats,Willis High School,Willis,Texas
Woodcreek Press,Woodcreek Middle School,Houston,Texas
Blue Print,Wylie East High School,Wylie,Texas
The Paw Print,Wylie High School,Abilene,Texas
The Compass,Wylie High School,Wylie,Texas
The Hawkeye,Alta High School,Sandy,Utah
The Prospector,Bingham High School,South Jordan,Utah
Miner Details,Bingham High School Alumni Foundation,Riverton,Utah
Colt Roundup,Cottonwood High School,Murray,Utah
The Dart,Davis High School,Kaysville,Utah
Dixie Flyer Flash,Dixie High School,Saint George,Utah
East High Leopard,East High School,Salt Lake City,Utah
Nix News,Farmington High School,Farmington,Utah
Tri-Color Times,Granger High School,West Valley City,Utah
The Tumbleweed,Grantsville High School,Grantsville,Utah
The Telegraph,Herriman High School,Herriman,Utah
Highland Rambler,Highland High School,Salt Lake City,Utah
The Blueprint,Hunter High School,West Valley City,Utah
Speaking Eagle,Juan Diego Catholic High School,Draper,Utah
Bulldog Press,Judge Memorial Catholic High School,Salt Lake City,Utah
The Cougar Claw,Kearns High School,West Valley,Utah
Monument Valley Vista,Monument Valley High School,Monument Valley,Utah
Mountain Crest Express ,Mountain Crest High School,Hyrum,Utah
The Bruin Post,Mountain View High School,Orem,Utah
Park City Prospector,Park City High School,Park City,Utah
River Hawks,Ridgeline High School,Millville,Utah
The Skyline Horizon,Skyline High School,Salt Lake City,Utah
The Warrior Ledger,Taylorsville High School,Taylorsville,Utah
The Thunderbolt,Timpview High School,Provo,Utah
Thunderbird Times,Utah Military Academy,Riverdale,Utah
The Warrior News,Weber High School,Pleasant View,Utah
The Red and Black,West High School - UT,Salt Lake City,Utah
The Mercury,Bellows Free Academy,St. Albans,Vermont
Bucks News Network,Blue Mountain Union School,Wells River,Vermont
BHS Register,Burlington High School,Burlington,Vermont
The Hive,Essex High School,Essex Junction,Vermont
Common Ground,Harwood Union Middle/High School,Moretown,Vermont
LR Post,Lake Region Union High School,Orleans,Vermont
The Knight's Banner,Rice Memorial High School,South Burlington,Vermont
The Revolution,Albemarle High School,Charlottesville,Virginia
Theogony,Alexandria City High School,Alexandria,Virginia
The Lewis Growl,Andrew Lewis Middle School,Salem,Virginia
The A-Blast,Annandale High School,Annandale,Virginia
Dragon's Lair,Appomattox Regional Governor''s School,Petersburg,Virginia
ACC Chronicle,Arlington Career Center,Arlington,Virginia
The BIM Bulletin,BASIS Independent McLean,McLean,Virginia
Bear Facts News,Bethel High School,Hampton,Virginia
The Visor,Bishop O''Connell High School,Arlington,Virginia
Falcon Flyer,Briar Woods High School,Ashburn,Virginia
The Spartan,Broad Run High School,Ashburn,Virginia
The Lighthouse,Cape Henry Collegiate School,Virginia Beach,Virginia
Centreville Sentinel,Centreville High School,Clifton,Virginia
The Purple Tide | The Knightly News,Chantilly High School,Chantilly,Virginia
Knight Time Review ,Charlottesville High School,Charlottesville ,Virginia
Cavalier Chronicles,Chatham High School,Chatham,Virginia
Cavalier Chronicle,Clover Hill High School,Midlothian,Virginia
The Talon,Colonial Forge High School,Stafford,Virginia
Hornet Hive,Deep Creek Middle School,Chesapeake,Virginia
The Sentinel,Deep Run High School,Glen Allen,Virginia
DHS Press,Dominion High School,Sterling,Virginia
Rebel Roar,Fairfax High School,Fairfax,Virginia
The Jagwire,Falls Church High School,Falls Church,Virginia
The Falconer,Fauquier High School,Warrenton,Virginia
The View,Flint Hills School,Oakton,Virginia
Fluco Beat,Fluvanna County High School,Palmyra,Virginia
Falcon Press,Frank W. Cox High School,Virginia Beach,Virginia
Uncaged,Freedom High School,Chantilly,Virginia
The Cardinal Column,Gainesville High School,Gainesville,Virginia
The Lasso,George Mason High School,Falls Church,Virginia
Dukes Dispatch,Gloucester High School,Gloucester,Virginia
Grace E. Metz Middle School Newspaper,Grace E Metz Middle School,Manassas,Virginia
The Granby Spectator,Granby High School,Norfolk,Virginia
HHS Media,Harrisonburg High School,Harrisonburg,Virginia
H2Newsmagazine,Hayfield Secondary School,Alexandria ,Virginia
The Paw Print,Heritage High School - VA,Leesburg,Virginia
Titan Times,Hidden Valley High School,Roanoke,Virginia
The Prowl,Independence High School,Ashburn,Virginia
The Hawk Talk,James Madison High School,Fairfax,Virginia
The Round Table Review,John Champe High School,Aldie,Virginia
The Verdict,Justice High School,Falls Church,Virginia
The Treaty,Kempsville High School,Virginia Beach,Virginia
The Chronicle @ Kettle Run,Kettle Run High School,Nokesville,Virginia
The Lafayette Ledger,Lafayette High School,Williamsburg,Virginia
Lake Braddock Publications,Lake Braddock Secondary School,Burke,Virginia
Saxon Scope,Langley High School,Mclean,Virginia
Patriot Press,Liberty High School,Bealeton,Virginia
The Bolt Report,Lightridge High School,Aldie,Virginia
The Longfellow Lead,Longfellow Middle School,Falls Church,Virginia
The County Chronicle,Loudoun County High School,Leesburg,Virginia
The Viking,Loudoun Valley High School,Purcellville,Virginia
The Lion's Roar,Louisa County High School,Mineral,Virginia
Jackson Journal,Luther Jackson Middle School,Falls Church,Virginia
ESTEEM Stream,Luther Jackson Middle School,Falls Church,Virginia
The Highlander,McLean High School,McLean,Virginia
The Lion's Roar,Menchville High School,Newport News,Virginia
Midlo Scoop ,Midlothian High School,Moseley,Virginia
Mirror News,Mountain View Alternative High School,Centreville,Virginia
Oakton Outlook,Oakton High School,Vienna,Virginia
The Current,Ocean Lakes High School,Virginia Beach,Virginia
The Talon,Osbourn High School,Manassas,Virginia
Yellow Jacket Buzz,Osbourn Park High School,Manassas,Virginia
Patriot Press,Park View High School,Sterling,Virginia
The Charge,Patriot High School,Nokesville,Virginia
The Roar,Potomac Falls High School,Potomac Falls,Virginia
Arrowhead,Powhatan High School,Powhatan,Virginia
TRNWIRED,Prince George High School,Prince George,Virginia
PGTV NEWS,Prince George High School,Prince George,Virginia
Carson Chronicle,Rachel Carson Middle School,Herndon,Virginia
Around the Bend,Riverbend High School,Fredericksburg,Virginia
The Rambler,Riverside High School,Leesburg,Virginia
The Lance,Robert E. Lee High School,Springfield,Virginia
Frost Roadways and Revelations,Robert Frost Middle School,"Fairfax, VA",Virginia
Valor Dictus,Robinson Secondary School,Fairfax,Virginia
The Blaze,Rock Ridge High School,South Riding ,Virginia
The Prowler,Rockbridge County High School,Lexington,Virginia
SunDevil Times,Salem High School,Virginia Beach,Virginia
South Lakes Sentinel,South Lakes Sentinel,Reston,Virginia
The Voice,St. Stephen''s and St. Agnes School,Alexandria,Virginia
SHS Publications,Stafford High School,Fredericksbur,Virginia
The Bulldog Tribune,Stone Bridge High School,Ashburn,Virginia
The Potomac Current,The Potomac School,McLean,Virginia
tjTODAY,Thomas Jefferson H.S. for Science and Technology,Alexandria,Virginia
Trojan Messenger,Tunstall High School,Dry Fork,Virginia
The Pack,Tuscarora High School,Leesburg,Virginia
VAJTA,VA Assoc of Journalism Teachers and Advisers,Petersburg,Virginia
The Wakefield Chieftain,Wakefield High School,Arlington,Virginia
Warhill Times,Warhill High School,Williamsburg,Virginia
Crossed Sabres,Washington-Lee High School,Arlington,Virginia
The Wire,West Potomac High School,Alexandria,Virginia
The Oracle,West Springfield High School,Springfield,Virginia
The Western Hemisphere,Western Albemarle High School,Crozet,Virginia
Watchdog,Westfield High School,Chantilly,Virginia
Valkyrie,Woodbridge Senior High School,Woodbridge,Virginia
The Woodgrove Outlander,Woodgrove High School,Purcellville,Virginia
Yorktown Sentry,Yorktown High School,Arlington,Virginia
Inkwell,Annie Wright Schools,Tacoma,Washington
The Eagle,Arlington High School,Arlington,Washington
In Flight,Auburn Riverside High School,Auburn,Washington
Talisman,Ballard High School,seattle,Washington
The Bellarmine Prep Lion,Bellarmine Preparatory School,Tacoma,Washington
The Bayhawk Bearer,Bellingham High School,Bellingham,Washington
The Miter,Bishop Blanchet High School,Seattle,Washington
The Catamount,Bothell High School,Bothell,Washington
Bulldog Brief,Brier Terrace Middle School,Brier,Washington
The Camasonian,Camas High School,Camas,Washington
Outlook,Capital High School,Olympia,Washington
The Paw Press,Catharine Blaine,Seattle,Washington
Cavelero News,Cavelero Mid High School,Lake Stevens,Washington
Cougar Chronicle,Central Kitsap High School,Silverdale,Washington
Coyote Chronicle,Columbia High School,Burbank,Washington
MIHS Pegasus,Crest Learning Center,Mercer Island,Washington
Pack News,Eastlake High School,Sammamish,Washington
The Scratching Post,Eastmont High School,East Wenatchee,Washington
JagWire,Emerald Ridge High School,Puyallup,Washington
TigerVision,Ephrata High School,Ephrata,Washington
The Garfield Messenger,Garfield High School,Seattle,Washington
The Sound,Gig Harbor High School,Gig Harbor,Washington
The Edge,Glacier Peak High School,Snohomish,Washington
Tiger Tribune,Granite Falls High School,Granite Falls,Washington
The Kilt,Hazen High School,Renton,Washington
Nordic News,Inglemoor High School,Kenmore,Washington
IMS Times,Islander Middle School,Mercer Island,Washington
The Issaquah High Times,Issaquah High School,Issaquah,Washington
Ferris Information Network,Joel E Ferris High School,Spokane,Washington
The Knightly News,King''s Way Christian High School,Vancouver,Washington
Valhalla,Lake Stevens High School,Lake Stevens,Washington
LWHS KANG News,Lake Washington High School,Kirkland,Washington
The Ledger,Lakes High School,Tacoma,Washington
Tatler,Lakeside School,Seattle,Washington
The Patriot Press,Liberty High School,Renton,Washington
Lincoln Log,Lincoln High School,Seattle,Washington
Egalitarian,Lindbergh High School,Renton,Washington
The MIHS Islander,Mercer Island High School,Mercer Island,Washington
The Hawkeye,Mountlake Terrace High School,Mountlake Terrace,Washington
The Jaguar Journal,North Creek High School,Bothell,Washington
The Mane Idea,Northwest Yeshiva High School,Mercer Island,Washington
The Olympus,Olympia High School,Olympia,Washington
Wasco,Pasco High School,Pasco,Washington
The Falcon Flyer ,Prairie High School,Battle Ground ,Washington
The Viking Vanguard,Puyallup High School,Puyallup,Washington
Ya HERD,Redmond High School,Redmond,Washington
RHS Arrow,Renton High School,Renton ,Washington
The Commoner,Rogers High School,Puyallup,Washington
The Panther ,Seattle Preparatory School,Seattle,Washington
The Cub,Sedro-Woolley High school,Sedro-Woolley,Washington
Highland Piper,Shorecrest High School,Shoreline,Washington
The Kolus,Shorewood High School,Shoreline,Washington
The Spartan Forum,Skyline High School,Sammamish,Washington
